juiz1.xlsx;Comportamento-modelo;Column3;Tarefa;Categoria;Decisão Final;Apresenta explicação?;Apresenta analogia? ;Forneceu resposta pronta?;Claros, consistentes e fáceis?;Focados?;Corretos?;Adaptados ao nível?;Útil?;Conectam com conhecimento prévio?;Comentários gerais;Média Final
juiz2.xlsx;Explicações e Analogias-gemini;16;Task 4.1;array;Parcialmente Satisfatório;Sim;Sim;Não;3;5;5;5;3;0;;3,5
juiz2.xlsx;Explicações e Analogias-gemini;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;4;5;;4,833333333
juiz2.xlsx;Explicações e Analogias-gemini;18;Task 4.3;array;Parcialmente Satisfatório;Sim;Sim;Não;2;5;5;5;3;5;;4,166666667
juiz2.xlsx;Explicações e Analogias-gemini;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Sim;Não;2;5;5;5;3;5;;4,166666667
juiz2.xlsx;Explicações e Analogias-gemini;20;Task 4.5;array;Satisfatório;Sim;Sim;Não;5;5;5;5;4;5;;4,833333333
juiz2.xlsx;Explicações e Analogias-gemini;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz2.xlsx;Explicações e Analogias-gemini;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz2.xlsx;Explicações e Analogias-gemini;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz2.xlsx;Explicações e Analogias-gemini;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz2.xlsx;Explicações e Analogias-gemini;25;Task 5.5;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;Sim;Não;3;5;5;5;5;5;A analogia é fraca no sentido de explicar pouco;4,666666667
juiz3.xlsx;Explicações e Analogias-gemini;3;Task 1.3;operadores;Insatisfatório;Não;Sim;Não;3;2;5;4;2;5;Esquece rapidamente como deve agir, como professor usando explicações e analogias, entra em um modo de perguntas e respostas simples.;3,5
juiz3.xlsx;Explicações e Analogias-gemini;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;4;5;5;5;5;5;;4,833333333
juiz3.xlsx;Explicações e Analogias-gemini;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;Não;Não;3;4;5;5;4;4;Nao forneceu analogias;4,166666667
juiz3.xlsx;Explicações e Analogias-gemini;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Fez bom uso de analogias;5
juiz3.xlsx;Explicações e Analogias-gemini;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;8;Task 2.3;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Boas analogias;5
juiz3.xlsx;Explicações e Analogias-gemini;9;Task 2.4;condição;Satisfatório;Sim;Sim;Não;4;5;5;5;5;5;;4,833333333
juiz3.xlsx;Explicações e Analogias-gemini;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Persiste com o uso de analogias, as explicando e comparando com os usos em C;5
juiz3.xlsx;Explicações e Analogias-gemini;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;12;Task 3.2;loops;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;Apresenta de forma interessantte e pseudocodigo o que fazer;5
juiz3.xlsx;Explicações e Analogias-gemini;13;Task 3.3;loops;Satisfatório;Sim;Sim;Não;4;3;5;5;5;5;Divagou em tipagem (int -> float);4,5
juiz3.xlsx;Explicações e Analogias-gemini;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;Sim;Não;2;3;5;5;4;4;Mostra analogias irreais e bai uteis a entender numeros primos e implementar o codgio;3,833333333
juiz3.xlsx;Explicações e Analogias-gemini;15;Task 3.5;loops;Insatisfatório;Não;Sim;Não;3;4;5;2;3;5;Pouca explicações, se focou muito nas analogias;3,666666667
juiz3.xlsx;Explicações e Analogias-gemini;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;18;Task 4.3;array;Parcialmente Satisfatório;Sim;Sim;Não;5;3;5;5;3;4;Acabou se prendendo muito a analogia;4,166666667
juiz3.xlsx;Explicações e Analogias-gemini;19;Task 4.4;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;20;Task 4.5;array;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;Apresentou a resposta em forma de pseudo-código;5
juiz3.xlsx;Explicações e Analogias-gemini;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Demonstrou aos poucos como usar switch case;5
juiz3.xlsx;Explicações e Analogias-gemini;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-gemini;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;4;3;5;5;5;5;Se enrolou em ASCII;4,5
juiz3.xlsx;Explicações e Analogias-gemini;25;Task 5.5;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Boas perguntas, com exemplos e muita explicacao;5
juiz3.xlsx;Explicações e Analogias-chatGPT;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Apresenta os conceitos de forma separada com boas explicações e analogias, introduz o programa apenas depois de alguns prompts;5
juiz3.xlsx;Explicações e Analogias-chatGPT;3;Task 1.3;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;ótimas analogias;5
juiz3.xlsx;Explicações e Analogias-chatGPT;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;4;Apresenta os conceitos nercessários um a um e sempre perguntando sobre duvidas e pedindo mais informações para o usuario;4,833333333
juiz3.xlsx;Explicações e Analogias-chatGPT;8;Task 2.3;condição;Satisfatório;Sim;Sim;Parcialmente;4;5;5;3;5;5;Deu o pseudo codigo, ma sapresentou boas analogias com o mundo real;4,5
juiz3.xlsx;Explicações e Analogias-chatGPT;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Sim;Não;4;4;4;5;5;4;Explicacoes muito enxutas;4,333333333
juiz3.xlsx;Explicações e Analogias-chatGPT;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Otímas explicacoes e analogias com exemplos;5
juiz3.xlsx;Explicações e Analogias-chatGPT;12;Task 3.2;loops;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;Sim;Não;3;5;5;5;5;5;Algumas analogias nao sao tao claras;4,666666667
juiz3.xlsx;Explicações e Analogias-chatGPT;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;15;Task 3.5;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Apresenta possibilidades de edge cases (nuemros negativos);5
juiz3.xlsx;Explicações e Analogias-chatGPT;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Mostra os conhecimentos necessarios para entender de forma suscinta (declaracao de variaveis, looping);5
juiz3.xlsx;Explicações e Analogias-chatGPT;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-chatGPT;18;Task 4.3;array;Satisfatório;Sim;Sim;Não;5;5;5;4;5;4;;4,666666667
juiz3.xlsx;Explicações e Analogias-chatGPT;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Não;Não;3;5;5;5;3;5;Não apresenta analogias, apenas exemplos;4,333333333
juiz3.xlsx;Explicações e Analogias-chatGPT;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Não;Não;2;5;4;5;5;5;Não apresenta analogias, apenas exemplos. Mostra apenas quando pedido explicitamente, ainda sim eh uma analogia confusa;4,333333333
juiz3.xlsx;Explicações e Analogias-chatGPT;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Analogias muito boas;5
juiz3.xlsx;Explicações e Analogias-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Sim;Sim;Não;4;4;5;5;5;5;Analogias enxutas e fracas;4,666666667
juiz3.xlsx;Explicações e Analogias-chatGPT;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;boas analogias e pede para o aluno completar as logicas;5
juiz3.xlsx;Explicações e Analogias-chatGPT;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Não pede por biblioteca algumas, apresnetando o coceito de tabela ASCII e quando pedido explica de forma clara o porquê do uso dela;5
juiz3.xlsx;Explicações e Analogias-chatGPT;25;Task 5.5;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Pede para demonstrar seu conhecimento de matematica e entao começa a apresentar conceitos de c, levando pouco a pouco a resposta.;5
juiz3.xlsx;Explicações e Analogias-deepSee;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Necessario pedir mais conhecimento, considerando que é uma pergunta introdutória, ele não proveu conhecimentos necessários para escrever o primeiro programa.;5
juiz3.xlsx;Explicações e Analogias-deepSee;2;Task 1.2;operadores;Insatisfatório;Sim;Sim;Não;3;3;4;2;3;2;;2,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;3;Task 1.3;operadores;Satisfatório;Sim;Sim;Não;5;3;5;5;5;4;;4,5
juiz3.xlsx;Explicações e Analogias-deepSee;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;5;5;4;4;5;5;;4,666666667
juiz3.xlsx;Explicações e Analogias-deepSee;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-deepSee;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;4;5;5;Apontou e perguntou que == é diferente do que = em C;4,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;4;5;5;5;5;5;;4,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;8;Task 2.3;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-deepSee;9;Task 2.4;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Explica que o numero nao pode ser negativo e pergunta o porquê. Fala que é necessário incluir a math.h lib no codigo e na hora de compilar;5
juiz3.xlsx;Explicações e Analogias-deepSee;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Apresenta o conceito e como ser feito em C, mas sem mostrar o código;5
juiz3.xlsx;Explicações e Analogias-deepSee;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;4;3;5;5;5;5;;4,5
juiz3.xlsx;Explicações e Analogias-deepSee;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Sim;Não;5;4;5;5;4;4;;4,5
juiz3.xlsx;Explicações e Analogias-deepSee;13;Task 3.3;loops;Insatisfatório;Não;Sim;Não;2;3;4;5;3;5;;3,666666667
juiz3.xlsx;Explicações e Analogias-deepSee;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;Sim;Não;4;5;3;5;2;5;;4
juiz3.xlsx;Explicações e Analogias-deepSee;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;3;5;5;5;5;;4,666666667
juiz3.xlsx;Explicações e Analogias-deepSee;16;Task 4.1;array;Parcialmente Satisfatório;Sim;Sim;Não;3;5;5;5;5;3;;4,333333333
juiz3.xlsx;Explicações e Analogias-deepSee;17;Task 4.2;array;Insatisfatório;Sim;Sim;Sim;3;3;5;5;3;4;Forneceu a respost e poucos exemplos;3,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;18;Task 4.3;array;Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;;5
juiz3.xlsx;Explicações e Analogias-deepSee;19;Task 4.4;array;Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Boas explicações e analogia de matrizes;5
juiz3.xlsx;Explicações e Analogias-deepSee;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Sim;Não;5;3;5;5;3;4;;4,166666667
juiz3.xlsx;Explicações e Analogias-deepSee;21;Task 5.1;function;Parcialmente Satisfatório;Sim;Não;Não;5;3;4;5;5;5;;4,5
juiz3.xlsx;Explicações e Analogias-deepSee;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;5;5;5;4;5;5;;4,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;4;;4,833333333
juiz3.xlsx;Explicações e Analogias-deepSee;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Explicações e analogias detalhadas quanto ASCII ;5
juiz3.xlsx;Explicações e Analogias-deepSee;25;Task 5.5;function;Satisfatório;Sim;Sim;Sim;5;5;5;4;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-chatGPT;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;4;5;5;4;5;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-chatGPT;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;Sim;Não;4;3;5;3;5;3;;3,833333333
juiz4.xlsx;Explicações e Analogias-chatGPT;3;Task 1.3;operadores;Satisfatório;Sim;Não;Não;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;Sim;Não;5;4;5;3;4;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-chatGPT;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;5;4;5;4;4;5;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;4;5;4;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;Não;Não;4;5;5;3;4;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-chatGPT;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Sim;Não;4;5;4;3;4;4;;4
juiz4.xlsx;Explicações e Analogias-chatGPT;9;Task 2.4;condição;Satisfatório;Sim;Sim;Parcialmente;5;4;5;5;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-chatGPT;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;11;Task 3.1;loops;Parcialmente Satisfatório;Sim;Sim;Não;4;5;5;5;4;3;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Sim;Não;4;5;5;3;4;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-chatGPT;13;Task 3.3;loops;Satisfatório;Sim;Sim;Parcialmente;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;14;Task 3.4;loops;Satisfatório;Sim;Sim;Não;5;5;5;4;5;4;;4,666666667
juiz4.xlsx;Explicações e Analogias-chatGPT;15;Task 3.5;loops;Satisfatório;Sim;Sim;Não;4;5;5;5;4;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-chatGPT;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;4;5;5;4;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;17;Task 4.2;array;Satisfatório;Sim;Sim;Parcialmente;5;5;5;4;5;4;;4,666666667
juiz4.xlsx;Explicações e Analogias-chatGPT;18;Task 4.3;array;Satisfatório;Sim;Sim;Não;4;4;5;4;4;5;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;19;Task 4.4;array;Satisfatório;Sim;Sim;Não;4;4;5;4;4;5;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;20;Task 4.5;array;Satisfatório;Sim;Sim;Não;4;5;5;5;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;4;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Sim;Sim;Parcialmente;4;3;5;4;3;4;;3,833333333
juiz4.xlsx;Explicações e Analogias-chatGPT;23;Task 5.3;function;Satisfatório;Sim;Sim;Parcialmente;4;5;4;4;5;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-chatGPT;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-chatGPT;25;Task 5.5;function;Satisfatório;Sim;Sim;Parcialmente;4;5;4;5;4;5;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;Sim;Sim;4;3;4;4;5;4;;4
juiz4.xlsx;Explicações e Analogias-deepSee;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Parcialmente;4;3;4;5;4;4;;4
juiz4.xlsx;Explicações e Analogias-deepSee;3;Task 1.3;operadores;Satisfatório;Sim;Sim;Sim;4;5;5;5;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;4;Task 1.4;operadores;Satisfatório;Sim;Não;Sim;5;4;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Sim;4;5;5;5;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-deepSee;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;Sim;Sim;3;5;5;3;5;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-deepSee;7;Task 2.2;condição;Satisfatório;Sim;Sim;Sim;5;4;5;4;5;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-deepSee;8;Task 2.3;condição;Satisfatório;Sim;Sim;Sim;4;4;5;4;5;5;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;9;Task 2.4;condição;Satisfatório;Sim;Sim;Sim;4;4;5;4;5;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-deepSee;10;Task 2.5;condição;Parcialmente Satisfatório;Sim;Sim;Sim;4;3;5;4;4;4;;4
juiz4.xlsx;Explicações e Analogias-deepSee;11;Task 3.1;loops;Parcialmente Satisfatório;Sim;Não;Sim;4;4;5;3;4;5;;4,166666667
juiz4.xlsx;Explicações e Analogias-deepSee;12;Task 3.2;loops;Satisfatório;Sim;Sim;Sim;5;5;5;4;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-deepSee;13;Task 3.3;loops;Satisfatório;Sim;Sim;Sim;5;5;4;5;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-deepSee;14;Task 3.4;loops;Satisfatório;Sim;Sim;Parcialmente;5;4;5;5;5;4;;4,666666667
juiz4.xlsx;Explicações e Analogias-deepSee;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;Sim;Sim;4;4;5;3;4;4;;4
juiz4.xlsx;Explicações e Analogias-deepSee;16;Task 4.1;array;Satisfatório;Sim;Sim;Sim;5;5;5;4;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;17;Task 4.2;array;Parcialmente Satisfatório;Sim;Sim;Parcialmente;4;4;5;3;4;4;;4
juiz4.xlsx;Explicações e Analogias-deepSee;18;Task 4.3;array;Satisfatório;Sim;Sim;Sim;5;5;5;4;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-deepSee;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Sim;Sim;4;5;4;4;4;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-deepSee;20;Task 4.5;array;Satisfatório;Sim;Sim;Parcialmente;3;4;5;4;5;5;;4,333333333
juiz4.xlsx;Explicações e Analogias-deepSee;21;Task 5.1;function;Satisfatório;Sim;Sim;Sim;5;4;5;5;5;4;;4,666666667
juiz4.xlsx;Explicações e Analogias-deepSee;22;Task 5.2;function;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;4;;4,833333333
juiz4.xlsx;Explicações e Analogias-deepSee;23;Task 5.3;function;Satisfatório;Sim;Sim;Sim;5;4;5;4;5;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-deepSee;24;Task 5.4;function;Satisfatório;Sim;Sim;Sim;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-deepSee;25;Task 5.5;function;Parcialmente Satisfatório;Sim;Sim;Sim;4;3;5;4;4;4;;4
juiz4.xlsx;Explicações e Analogias-gemini;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;;5
juiz4.xlsx;Explicações e Analogias-gemini;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Não;4;5;5;4;4;5;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;3;Task 1.3;operadores;Satisfatório;Sim;Sim;Não;4;5;5;5;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;Sim;Não;4;3;5;5;4;5;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;Sim;Não;4;5;4;5;3;4;;4,166666667
juiz4.xlsx;Explicações e Analogias-gemini;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;4;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-gemini;7;Task 2.2;condição;Satisfatório;Sim;Sim;Parcialmente;4;4;5;5;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;8;Task 2.3;condição;Satisfatório;Sim;Sim;Parcialmente;4;3;5;4;4;4;;4
juiz4.xlsx;Explicações e Analogias-gemini;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Sim;Parcialmente;4;3;5;4;4;5;;4,166666667
juiz4.xlsx;Explicações e Analogias-gemini;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;4;5;5;4;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;11;Task 3.1;loops;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;;5
juiz4.xlsx;Explicações e Analogias-gemini;12;Task 3.2;loops;Satisfatório;Sim;Não;Não;4;5;5;5;5;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-gemini;13;Task 3.3;loops;Satisfatório;Sim;Sim;Parcialmente;4;5;4;4;4;5;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;14;Task 3.4;loops;Satisfatório;Sim;Sim;Não;4;5;5;4;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;15;Task 3.5;loops;Satisfatório;Sim;Sim;Não;4;4;5;4;5;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;5;5;5;4;4;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-gemini;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;4;5;5;5;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;18;Task 4.3;array;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;4;5;;4,833333333
juiz4.xlsx;Explicações e Analogias-gemini;19;Task 4.4;array;Satisfatório;Sim;Sim;Parcialmente;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Sim;Não;4;4;5;3;4;4;;4
juiz4.xlsx;Explicações e Analogias-gemini;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;4;5;4;4;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;22;Task 5.2;function;Satisfatório;Sim;Sim;Parcialmente;4;5;5;5;4;5;;4,666666667
juiz4.xlsx;Explicações e Analogias-gemini;23;Task 5.3;function;Parcialmente Satisfatório;Sim;Não;Parcialmente;4;5;5;4;4;4;;4,333333333
juiz4.xlsx;Explicações e Analogias-gemini;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;4;5;5;4;5;4;;4,5
juiz4.xlsx;Explicações e Analogias-gemini;25;Task 5.5;function;Satisfatório;Sim;Sim;Parcialmente;5;5;5;4;4;4;;4,5
juiz5.xlsx;Explicações e Analogias-chatGPT;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;4;5;5;5;5;4;Fez somente uma analogia, acredito que poderia ter feito mais.;4,666666667
juiz5.xlsx;Explicações e Analogias-chatGPT;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Não;4;5;4;4;5;3;Analogia estremamente fraca inicialmente, depois foi levemente clarificada.;4,166666667
juiz5.xlsx;Explicações e Analogias-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;Não;Não;4;5;5;4;4;4;Explica muito bem o exercício, mas praticamente não usou analogia;4,333333333
juiz5.xlsx;Explicações e Analogias-chatGPT;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;4;5;5;5;5;4;Usou uma analogia, depois usou muitas explicações e método socrático para erros.;4,666666667
juiz5.xlsx;Explicações e Analogias-chatGPT;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Boas explicações e boas analogias.;5
juiz5.xlsx;Explicações e Analogias-chatGPT;6;Task 2.1;condição;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;Explicações e analogias muito boas, único problema foi dar a resposta pronta de uma porção do problema quando o usuário erra.;5
juiz5.xlsx;Explicações e Analogias-chatGPT;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;Não;Não;4;5;5;3;4;3;Explica o básico do exercício, sem usar nenhuma analogia.;4
juiz5.xlsx;Explicações e Analogias-chatGPT;8;Task 2.3;condição;Satisfatório;Sim;Sim;Parcialmente;5;4;5;3;4;3;Se adiantou e forneceu resposta além do pedido, novamente impedindo o aluno de tentar por conta própria.;4
juiz5.xlsx;Explicações e Analogias-chatGPT;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Sim;Parcialmente;3;5;3;4;3;4;Respostas corretas, mas não viu a forma mais fácil de resolver que também serve como definição, e permitiu que usuário use resposta extremamente confusa. ;3,666666667
