juiz1.xlsx;Comportamento-modelo;num;Tarefa;Categoria;Decisão Final;Forneceu resposta pronta?;Apresentou uma questão inicial? (wonder);Apresentou contra exemplos para testar a validade da resposta dada? (elenchus);Conduziu apenas com perguntas?;As perguntas foram bem formuladas que incentivam a investigação?;As perguntas promovem pensamento crítico?;Comentários gerais;Média Final
juiz3.xlsx;Método socrático-gemini;21;Task 5.1;function;Insatisfatório;Não;2;1;5;4;5;Questao inicial incoerente e elenchus tambem, tentando levar a definições circulares sobre o que define um numero ser maior que o outro.;3,4
juiz3.xlsx;Método socrático-gemini;22;Task 5.2;function;Parcialmente Satisfatório;Não;5;3;5;4;4;Não citou a parte de criar funcao, mas executou o resto da ordem corretamente;4,2
juiz3.xlsx;Método socrático-gemini;23;Task 5.3;function;Satisfatório;Não;5;5;5;5;5;Apresentou de boa forma e explicativa o que é uma função ;5
juiz3.xlsx;Método socrático-gemini;24;Task 5.4;function;Parcialmente Satisfatório;Não;5;3;5;3;5;Se prendeu de mais à abstração de função;4,2
juiz3.xlsx;Método socrático-gemini;25;Task 5.5;function;Parcialmente Satisfatório;Não;5;4;5;3;3;;4
juiz3.xlsx;Método socrático-chatGPT;1;Task 1.1;operadores;Parcialmente Satisfatório;Não;5;3;5;3;1;;3,4
juiz3.xlsx;Método socrático-chatGPT;2;Task 1.2;operadores;Satisfatório;Não;0;4;5;4;4;Poucos conceitos são apresentados diretamente, mas se o aluno tiver acesso a um computador e ir codando em paralelo, ele pode chegar a bons resultados;3,4
juiz3.xlsx;Método socrático-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Não;5;3;5;3;3;Perguntas meio rasas e convergem muito lentamente ate apresentarem a linguagem c;3,8
juiz3.xlsx;Método socrático-chatGPT;4;Task 1.4;operadores;Parcialmente Satisfatório;Não;5;4;5;4;4;Se perdeu na ideia de matematica e demorou para introduzir programacao;4,4
juiz3.xlsx;Método socrático-chatGPT;5;Task 1.5;operadores;Insatisfatório;Não;5;4;5;1;2;Se perdeu na ideia de matematica e demorou para introduzir programacao;3,4
juiz3.xlsx;Método socrático-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;5;5;4;3;;4,4
juiz3.xlsx;Método socrático-chatGPT;7;Task 2.2;condição;Satisfatório;Não;5;5;5;5;5;Boas perguntas, trazendo mais conceitos quando apropriados, incluindo o que eh a funcao main;5
juiz3.xlsx;Método socrático-chatGPT;8;Task 2.3;condição;Satisfatório;Não;5;4;5;4;4;Apresentou dicas para auxiliar na pesquisa;4,4
juiz3.xlsx;Método socrático-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;5;5;5;5;Apos 3 perguntas sobre a matematica, levou a programacao, enquanto apresentava os conceitos de forma boa;5
juiz3.xlsx;Método socrático-chatGPT;10;Task 2.5;condição;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-chatGPT;11;Task 3.1;loops;Satisfatório;Não;5;5;5;4;4;;4,6
juiz3.xlsx;Método socrático-chatGPT;12;Task 3.2;loops;Satisfatório;Não;5;4;5;5;5;Boa apresentação de Clang e reforço da parte matematica (numeros impares);4,8
juiz3.xlsx;Método socrático-chatGPT;13;Task 3.3;loops;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-chatGPT;14;Task 3.4;loops;Parcialmente Satisfatório;Não;5;3;5;3;5;Respostas rasas com pouca informação;4,2
juiz3.xlsx;Método socrático-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;4;5;5;5;Elenchus um pouco simples;4,8
juiz3.xlsx;Método socrático-chatGPT;16;Task 4.1;array;Insatisfatório;Não;5;5;2;3;2;Pergunta enxutas e ao inves de perguntar pediu para fazer;3,4
juiz3.xlsx;Método socrático-chatGPT;17;Task 4.2;array;Satisfatório;Não;5;5;5;5;5;Apresenta boas perguntas demonstrando as boundaries de uma array;5
juiz3.xlsx;Método socrático-chatGPT;18;Task 4.3;array;Parcialmente Satisfatório;Não;4;3;2;3;3;Elenchus e perguntas subsequentes fracas;3
juiz3.xlsx;Método socrático-chatGPT;19;Task 4.4;array;Satisfatório;Não;5;4;5;4;4;;4,4
juiz3.xlsx;Método socrático-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-chatGPT;21;Task 5.1;function;Insatisfatório;Não;5;4;3;3;4;Comecou a pedir para o aluno fazer, sem incentivar perguntas ou demonstrar novos conhecimentos;3,8
juiz3.xlsx;Método socrático-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Parcialmente;5;3;3;3;3;Ficou preso sobre o que eh um switch case ao inves de apresentar uma funcao;3,4
juiz3.xlsx;Método socrático-chatGPT;23;Task 5.3;function;Parcialmente Satisfatório;Não;5;4;5;2;2;Ficou perguntando o que seria o que acabei de responder e explicar, demonstrando dificilcudade de continuar o problema;3,6
juiz3.xlsx;Método socrático-chatGPT;24;Task 5.4;function;Insatisfatório;Não;5;1;5;1;3;Ficou preso em perguntas sobre ASCII code;3
juiz3.xlsx;Método socrático-chatGPT;25;Task 5.5;function;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-deepSeek;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;5;5;Apresenta de forma mais detalhada os conceitos e as perguntas sao multiplas para conceito dado, levando  a contestar o que falta e como fazer;5
juiz3.xlsx;Método socrático-deepSeek;2;Task 1.2;operadores;Satisfatório;Não;5;5;5;5;5;Quando contestado sobre 0 conhecimento, apresenta o assunto sem dar totalmente a resposta;5
juiz3.xlsx;Método socrático-deepSeek;3;Task 1.3;operadores;Satisfatório;Parcialmente;5;5;5;5;5;Mostrou em alguns dos prompts, uma aba abaixo falando o que se pode usar e testar, pode ajudar muito como em uma apostila, mas nao tenho total ctz se isso se encaixaria em dar a resposta;5
juiz3.xlsx;Método socrático-deepSeek;4;Task 1.4;operadores;Parcialmente Satisfatório;Parcialmente;4;4;5;5;3;AS vezes, mostra a resposta entre parenteses, mas sempre perguntando mais;4,2
juiz3.xlsx;Método socrático-deepSeek;5;Task 1.5;operadores;Insatisfatório;Sim;5;4;2;4;3;Apos responder todas perguntas iniciasis, ele deu a esposta e nao perguntou mais nada;3,6
juiz3.xlsx;Método socrático-deepSeek;6;Task 2.1;condição;Satisfatório;Não;5;4;5;5;5;;4,8
juiz3.xlsx;Método socrático-deepSeek;7;Task 2.2;condição;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-deepSeek;8;Task 2.3;condição;Satisfatório;Não;5;5;4;5;5;Apresenta hints, as vezes dao muita info;4,8
juiz3.xlsx;Método socrático-deepSeek;9;Task 2.4;condição;Insatisfatório;Sim;3;3;3;4;4;Acabou apresentando a resposta ao inves de seguir com mais perguntas;3,4
juiz3.xlsx;Método socrático-deepSeek;10;Task 2.5;condição;Satisfatório;Não;5;5;5;3;5;Apresentou varias perguntas iniciais, e pediu a resposta da primeira, e entao deu o elenchus dela e seguindo assim por diantes;4,6
juiz3.xlsx;Método socrático-deepSeek;11;Task 3.1;loops;Satisfatório;Não;5;3;5;5;5;Mostrou apenas uma pergunta inicial;4,6
juiz3.xlsx;Método socrático-deepSeek;12;Task 3.2;loops;Satisfatório;Não;5;5;5;5;5;Apresentou um bom elenchus para as hipoteses;5
juiz3.xlsx;Método socrático-deepSeek;13;Task 3.3;loops;Satisfatório;Não;5;5;5;5;5;Faz sugestao de usar arrays para guardar os 10 valores, demonstra possiveis problemas, como se tratarmos int como float;5
juiz3.xlsx;Método socrático-deepSeek;14;Task 3.4;loops;Parcialmente Satisfatório;Parcialmente;4;3;5;2;2;Apresentou as respostas de forma quebrada, como dando de forma direta a definicao de um numero primo e como adaptar em c;3,2
juiz3.xlsx;Método socrático-deepSeek;15;Task 3.5;loops;Satisfatório;Não;5;5;5;4;5;Boas perguntas iniciais e contra perguntas;4,8
juiz3.xlsx;Método socrático-deepSeek;16;Task 4.1;array;Satisfatório;Não;5;5;5;5;5;Bons contra exemplos;5
juiz3.xlsx;Método socrático-deepSeek;17;Task 4.2;array;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-deepSeek;18;Task 4.3;array;Satisfatório;Não;5;5;4;5;3;Hints deram pequenas partes da resposta;4,4
juiz3.xlsx;Método socrático-deepSeek;19;Task 4.4;array;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Método socrático-deepSeek;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;Boa adaptacao ao conhecimento demonstrado por mim;5
juiz3.xlsx;Método socrático-deepSeek;21;Task 5.1;function;Satisfatório;Não;5;5;5;5;5;Boas perguntas levando a apresntação dos conceitos, apenas quando mostro que sei parcialmente ou nao sei;5
juiz3.xlsx;Método socrático-deepSeek;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;5;Apresenta mais opcoes alem de apenas if, como guardar em array os valores;5
juiz3.xlsx;Método socrático-deepSeek;23;Task 5.3;function;Satisfatório;Não;5;5;5;5;5;Ótimo elenchus;5
juiz3.xlsx;Método socrático-deepSeek;24;Task 5.4;function;Parcialmente Satisfatório;Não;5;4;5;3;3;Apresenta muitos conceitos que nao agregam tanto dado o escopo da funcao, como recursao;4
juiz3.xlsx;Método socrático-deepSeek;25;Task 5.5;function;Insatisfatório;Sim;5;3;5;4;2;Apresentou as respostas de forma quebrada, não necessariamente levando a descoberta pelo aluno;3,8
juiz4.xlsx;Método socrático-chatGPT;1;Task 1.1;operadores;Parcialmente Satisfatório;Não;4;3;5;5;4;;4,2
juiz4.xlsx;Método socrático-chatGPT;2;Task 1.2;operadores;Satisfatório;Não;5;4;4;5;5;;4,6
juiz4.xlsx;Método socrático-chatGPT;3;Task 1.3;operadores;Satisfatório;Não;5;5;5;4;4;;4,6
juiz4.xlsx;Método socrático-chatGPT;4;Task 1.4;operadores;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Método socrático-chatGPT;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;5;4;;4,8
juiz4.xlsx;Método socrático-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;5;4;4;4;;4,4
juiz4.xlsx;Método socrático-chatGPT;7;Task 2.2;condição;Satisfatório;Não;5;3;5;4;5;;4,4
juiz4.xlsx;Método socrático-chatGPT;8;Task 2.3;condição;Satisfatório;Não;4;4;5;5;4;;4,4
juiz4.xlsx;Método socrático-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;4;5;5;5;;4,8
juiz4.xlsx;Método socrático-chatGPT;10;Task 2.5;condição;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Método socrático-chatGPT;11;Task 3.1;loops;Satisfatório;Não;4;4;5;4;5;;4,4
juiz4.xlsx;Método socrático-chatGPT;12;Task 3.2;loops;Parcialmente Satisfatório;Não;5;3;4;3;4;;3,8
juiz4.xlsx;Método socrático-chatGPT;13;Task 3.3;loops;Satisfatório;Não;5;5;5;4;4;;4,6
juiz4.xlsx;Método socrático-chatGPT;14;Task 3.4;loops;Satisfatório;Não;5;5;5;3;4;;4,4
juiz4.xlsx;Método socrático-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;3;5;5;4;;4,4
juiz4.xlsx;Método socrático-chatGPT;16;Task 4.1;array;Satisfatório;Não;5;4;5;4;5;;4,6
juiz4.xlsx;Método socrático-chatGPT;17;Task 4.2;array;Parcialmente Satisfatório;Não;5;3;4;3;4;;3,8
juiz4.xlsx;Método socrático-chatGPT;18;Task 4.3;array;Satisfatório;Não;5;4;5;4;5;;4,6
juiz4.xlsx;Método socrático-chatGPT;19;Task 4.4;array;Satisfatório;Não;5;5;4;4;4;Demorou para chegar no foco do problema;4,4
juiz4.xlsx;Método socrático-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;;5
juiz4.xlsx;Método socrático-chatGPT;21;Task 5.1;function;Satisfatório;Não;5;4;5;5;4;;4,6
juiz4.xlsx;Método socrático-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Não;5;4;5;4;4;Não focou no problema;4,4
juiz4.xlsx;Método socrático-chatGPT;23;Task 5.3;function;Satisfatório;Não;5;4;5;5;4;;4,6
juiz4.xlsx;Método socrático-chatGPT;24;Task 5.4;function;Satisfatório;Não;5;3;5;5;5;;4,6
juiz4.xlsx;Método socrático-chatGPT;25;Task 5.5;function;Satisfatório;Não;5;5;4;5;4;;4,6
juiz4.xlsx;Método socrático-deepSeek;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;3;5;5;5;;4,6
juiz4.xlsx;Método socrático-deepSeek;2;Task 1.2;operadores;Satisfatório;Parcialmente;3;5;5;5;5;;4,6
juiz4.xlsx;Método socrático-deepSeek;3;Task 1.3;operadores;Satisfatório;Sim;5;5;5;5;5;Forneceu resposta pronta, mas o desempenho geral foi muito bom (só deu resposta pronta no último prompt);5
juiz4.xlsx;Método socrático-deepSeek;4;Task 1.4;operadores;Satisfatório;Parcialmente;5;5;4;4;5;;4,6
juiz4.xlsx;Método socrático-deepSeek;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;4;4;4;3;4;;3,8
juiz4.xlsx;Método socrático-deepSeek;6;Task 2.1;condição;Satisfatório;Não;5;5;5;5;4;;4,8
juiz4.xlsx;Método socrático-deepSeek;7;Task 2.2;condição;Parcialmente Satisfatório;Parcialmente;5;5;4;3;4;;4,2
juiz4.xlsx;Método socrático-deepSeek;8;Task 2.3;condição;Satisfatório;Não;5;4;4;4;4;;4,2
juiz4.xlsx;Método socrático-deepSeek;9;Task 2.4;condição;Parcialmente Satisfatório;Parcialmente;3;3;4;4;5;;3,8
juiz4.xlsx;Método socrático-deepSeek;10;Task 2.5;condição;Insatisfatório;Sim;4;3;3;3;3;;3,2
juiz4.xlsx;Método socrático-deepSeek;11;Task 3.1;loops;Parcialmente Satisfatório;Parcialmente;5;4;4;5;5;;4,6
juiz4.xlsx;Método socrático-deepSeek;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;5;4;3;5;4;;4,2
juiz4.xlsx;Método socrático-deepSeek;13;Task 3.3;loops;Satisfatório;Não;5;5;5;5;5;;5
juiz4.xlsx;Método socrático-deepSeek;14;Task 3.4;loops;Satisfatório;Parcialmente;5;5;5;5;5;;5
juiz4.xlsx;Método socrático-deepSeek;15;Task 3.5;loops;Satisfatório;Parcialmente;5;4;5;4;5;;4,6
juiz4.xlsx;Método socrático-deepSeek;16;Task 4.1;array;Satisfatório;Sim;5;5;5;3;5;Deu resposta só depois das interações;4,6
juiz4.xlsx;Método socrático-deepSeek;17;Task 4.2;array;Satisfatório;Não;5;3;4;5;5;;4,4
juiz4.xlsx;Método socrático-deepSeek;18;Task 4.3;array;Parcialmente Satisfatório;Sim;5;4;5;3;4;;4,2
juiz4.xlsx;Método socrático-deepSeek;19;Task 4.4;array;Satisfatório;Sim;5;5;5;4;5;;4,8
juiz4.xlsx;Método socrático-deepSeek;20;Task 4.5;array;Insatisfatório;Sim;3;4;3;4;3;;3,4
juiz4.xlsx;Método socrático-deepSeek;21;Task 5.1;function;Satisfatório;Não;5;5;4;5;5;;4,8
juiz4.xlsx;Método socrático-deepSeek;22;Task 5.2;function;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Método socrático-deepSeek;23;Task 5.3;function;Satisfatório;Parcialmente;5;5;4;5;5;;4,8
juiz4.xlsx;Método socrático-deepSeek;24;Task 5.4;function;Satisfatório;Não;5;5;4;5;5;;4,8
juiz4.xlsx;Método socrático-deepSeek;25;Task 5.5;function;Satisfatório;Não;5;5;5;5;5;;5
juiz4.xlsx;Método socrático-gemini;1;Task 1.1;operadores;Satisfatório;Não;5;5;4;5;5;;4,8
juiz4.xlsx;Método socrático-gemini;2;Task 1.2;operadores;Parcialmente Satisfatório;Não;5;4;5;4;4;Fugiu um pouco do foco da questão;4,4
juiz4.xlsx;Método socrático-gemini;3;Task 1.3;operadores;Satisfatório;Não;5;4;5;5;5;;4,8
juiz4.xlsx;Método socrático-gemini;4;Task 1.4;operadores;Satisfatório;Não;5;3;5;5;4;;4,4
juiz4.xlsx;Método socrático-gemini;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Método socrático-gemini;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;5;4;3;5;4;;4,2
juiz4.xlsx;Método socrático-gemini;7;Task 2.2;condição;Parcialmente Satisfatório;Não;5;3;5;4;4;;4,2
juiz4.xlsx;Método socrático-gemini;8;Task 2.3;condição;Parcialmente Satisfatório;Não;5;4;5;4;4;Demorou muito para chegar na resposta (não completou o problema);4,4
juiz4.xlsx;Método socrático-gemini;9;Task 2.4;condição;Satisfatório;Não;5;4;5;5;5;;4,8
juiz4.xlsx;Método socrático-gemini;10;Task 2.5;condição;Parcialmente Satisfatório;Parcialmente;5;4;4;5;4;;4,4
juiz4.xlsx;Método socrático-gemini;11;Task 3.1;loops;Satisfatório;Não;5;3;5;5;4;;4,4
juiz4.xlsx;Método socrático-gemini;12;Task 3.2;loops;Satisfatório;Não;5;3;5;5;5;;4,6
juiz4.xlsx;Método socrático-gemini;13;Task 3.3;loops;Satisfatório;Não;5;4;5;5;5;;4,8
juiz4.xlsx;Método socrático-gemini;14;Task 3.4;loops;Satisfatório;Não;5;3;4;4;5;;4,2
juiz4.xlsx;Método socrático-gemini;15;Task 3.5;loops;Satisfatório;Não;5;4;4;5;5;;4,6
juiz4.xlsx;Método socrático-gemini;16;Task 4.1;array;Satisfatório;Não;5;2;4;5;4;;4
juiz4.xlsx;Método socrático-gemini;17;Task 4.2;array;Parcialmente Satisfatório;Não;4;3;4;4;3;;3,6
juiz4.xlsx;Método socrático-gemini;18;Task 4.3;array;Parcialmente Satisfatório;Não;4;4;5;4;3;;4
juiz4.xlsx;Método socrático-gemini;19;Task 4.4;array;Parcialmente Satisfatório;Não;4;4;4;5;4;;4,2
juiz4.xlsx;Método socrático-gemini;20;Task 4.5;array;Satisfatório;Não;5;4;4;5;4;;4,4
juiz4.xlsx;Método socrático-gemini;21;Task 5.1;function;Satisfatório;Não;5;3;4;5;4;;4,2
juiz4.xlsx;Método socrático-gemini;22;Task 5.2;function;Satisfatório;Não;5;3;4;5;5;;4,4
juiz4.xlsx;Método socrático-gemini;23;Task 5.3;function;Parcialmente Satisfatório;Não;5;2;5;5;4;;4,2
juiz4.xlsx;Método socrático-gemini;24;Task 5.4;function;Satisfatório;Não;5;4;5;5;5;Demorou muito e não finalizou a questão, mas a explicação foi muito boa;4,8
juiz4.xlsx;Método socrático-gemini;25;Task 5.5;function;Satisfatório;Não;5;3;4;5;5;;4,4
juiz5.xlsx;Método socrático-chatGPT;1;Task 1.1;operadores;Satisfatório;Não;5;3;5;5;5;Seguiu a risca o método socrático, praticamente nenhuma resposta, só perguntas;4,6
juiz5.xlsx;Método socrático-chatGPT;2;Task 1.2;operadores;Satisfatório;Não;5;5;5;5;5;Questionou lógica, inclusive se, mesmo sendo correta, era a mais prática. ;5
juiz5.xlsx;Método socrático-chatGPT;3;Task 1.3;operadores;Satisfatório;Não;5;5;4;5;5;Muito bom para compreender lógica de programação, mas meio falho quando aluno não compreende aspectos técnicos como estruturade uma função. ;4,8
juiz5.xlsx;Método socrático-chatGPT;4;Task 1.4;operadores;Satisfatório;Não;5;5;4;5;5;Respondeu a si mesmo quando usuário não soube, o que não acho que seja negativo. ;4,8
juiz5.xlsx;Método socrático-chatGPT;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;4;4;Perguntas extremamente diretas. ;4,6
juiz5.xlsx;Método socrático-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;4;4;5;5;O modelo em si é ruim para apresentar conceitos que vão além da lógica, como estrutura de uma função nova;4,6
juiz5.xlsx;Método socrático-chatGPT;7;Task 2.2;condição;Satisfatório;Não;5;4;4;5;5;Quando o aluno não sabe mesmo a reposta, o LLm responde a si mesmo. ;4,6
juiz5.xlsx;Método socrático-chatGPT;8;Task 2.3;condição;Satisfatório;Não;5;5;5;5;5;Usou contra argumentos em forma de perguntas para mostrar os erros da resposta do aluno. ;5
juiz5.xlsx;Método socrático-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;5;4;5;5;Soube induzir o raciocínio do problema através de perguntas apenas.;4,8
juiz5.xlsx;Método socrático-chatGPT;10;Task 2.5;condição;Satisfatório;Não;5;5;4;5;5;Deu bastanta ênfase ao Elenchus;4,8
juiz5.xlsx;Método socrático-chatGPT;11;Task 3.1;loops;Parcialmente Satisfatório;Não;5;3;4;4;3;Realmente seguiu o modelo, mas ele não é bom para intrudiz conceitos de programação. ;3,8
juiz5.xlsx;Método socrático-chatGPT;12;Task 3.2;loops;Satisfatório;Não;4;5;4;5;5;Fez todas as perguntas certas para guiar o aluno da forma que um programador resolveria o problema;4,6
juiz5.xlsx;Método socrático-chatGPT;13;Task 3.3;loops;Satisfatório;Não;5;5;5;5;5;Foi bom em guiar o aluno mesmo quando o aluno tem uma ideia sólida de como resolver, pegando detalhes que possam ter passados despercebidos. ;5
juiz5.xlsx;Método socrático-chatGPT;14;Task 3.4;loops;Satisfatório;Não;5;5;4;5;4;Fez perguntas muito boas para induzir a lógica ótima do exercício, mas pareceu colocar parte das respostas em forma de pergunta.;4,6
juiz5.xlsx;Método socrático-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;5;5;5;5;Mesmo quando a lógica do aluno estava certa, o LLM fez pergunts em ordem de fazer o aluno deixar a sua lógica mais clara e compreensível. ;5
juiz5.xlsx;Método socrático-chatGPT;16;Task 4.1;array;Parcialmente Satisfatório;Não;4;4;3;4;5;Péssimo para introduzir novas estruturas;4
juiz5.xlsx;Método socrático-chatGPT;17;Task 4.2;array;Satisfatório;Não;5;5;5;5;5;Ajudou o aluno a entender melhor arrays ao cometer um erro comum. ;5
juiz5.xlsx;Método socrático-chatGPT;18;Task 4.3;array;Satisfatório;Não;5;5;3;5;4;Deu respostas com interrogação no final, o que ajuda muito quando conceitos novos são introduzidos, mas prejudica pensamento crítico. ;4,4
juiz5.xlsx;Método socrático-chatGPT;19;Task 4.4;array;Satisfatório;Não;5;5;5;5;5;Soube induzir o raciocínio do problema através de perguntas apenas.;5
juiz5.xlsx;Método socrático-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;Induziu a lógica através de perguntas e soube corrigir sem dar a resposta. ;5
juiz5.xlsx;Método socrático-chatGPT;21;Task 5.1;function;Parcialmente Satisfatório;Não;5;5;5;3;5;Em casos como a introdução de um novo tipo de estrutura em C, deveria ou mostrar a estrutura ou induzir oaluno a pesquisá-la em vez de fazer várias perguntas até eventualmente ele entender como que é. ;4,6
juiz5.xlsx;Método socrático-chatGPT;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;5;Ajudou o aluno a estrurar bem o problema e levar em ocnta casos extremos. ;5
juiz5.xlsx;Método socrático-chatGPT;23;Task 5.3;function;Satisfatório;Não;5;5;5;5;5;Mesmo quando o aluno trouxe uma justificativa incomum mas correta, o LLM aceitou e não insistiu em fazer de outra forma.;5
juiz5.xlsx;Método socrático-chatGPT;24;Task 5.4;function;Satisfatório;Não;5;5;4;5;5;Guiou muito bem a lógica através de perguntas, induzindo o aluno a pesquisar um dado por conta própria também;4,8
juiz5.xlsx;Método socrático-chatGPT;25;Task 5.5;function;Satisfatório;Não;5;5;5;5;5;Achou uma forma de induzir o aluno a lógca certa mesmo após ele dando uma resposta válida a um dos questionamentos anteriores quanto a lógica.;5
juiz5.xlsx;Método socrático-deepSeek;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;4;4;4;4;Praticamente idêntico aos modelos anteriores, sempre houveram pontos para ir atrás, a única diferença é que agora eles tem interrogação no final da frase;4,2
juiz5.xlsx;Método socrático-deepSeek;2;Task 1.2;operadores;Parcialmente Satisfatório;Parcialmente;4;2;3;4;4;Funciona bem enquanto usuario fornece respostas corretas, mas ao obter respostas erradas o LLM começa a fornecer respostas tambem.;3,4
juiz5.xlsx;Método socrático-deepSeek;3;Task 1.3;operadores;Parcialmente Satisfatório;Não;5;2;4;4;3;Bom desempenho enuqnato usuario nao faz perguntas de volta. ;3,6
juiz5.xlsx;Método socrático-deepSeek;4;Task 1.4;operadores;Parcialmente Satisfatório;Não;5;4;4;3;3;Disse que resposta claramente incorreta estava certa. Fora isso, pode guiar bem o aprendizado. ;3,8
juiz5.xlsx;Método socrático-deepSeek;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;5;3;3;4;4;Assim que foi fornecida a resposta correta para o problema, parou de fazer perguntas por completo.;3,8
juiz5.xlsx;Método socrático-deepSeek;6;Task 2.1;condição;Insatisfatório;Parcialmente;4;2;2;3;2;Sempre que foi respondido de forma errada, simplesmente forceneu a resposta, quase que sem tentativa de ensinamento.;2,6
juiz5.xlsx;Método socrático-deepSeek;7;Task 2.2;condição;Parcialmente Satisfatório;Parcialmente;5;3;3;4;5;Apresentou a resosta de uma duvida antes mesmo de e tentar responder/.;4
juiz5.xlsx;Método socrático-deepSeek;8;Task 2.3;condição;Parcialmente Satisfatório;Não;4;3;2;3;3;o método falha por completo no momento que uma duvida é fornecida pelo usuário ;3
juiz5.xlsx;Método socrático-deepSeek;9;Task 2.4;condição;Insatisfatório;Sim;0;0;0;0;0;Não usou nada do metódo socrático, não fez uma pergunta sequer, forneceu a resposta de imediato;0
juiz5.xlsx;Método socrático-deepSeek;10;Task 2.5;condição;Satisfatório;Não;5;5;4;5;5;Praticamente perfeito, seguiu a risca o modelo socrático, porém isso parece impossível caso o usuário fornceça algo claramente errado. ;4,8
juiz5.xlsx;Método socrático-deepSeek;11;Task 3.1;loops;Parcialmente Satisfatório;Parcialmente;4;3;3;3;3;esse método falha por completo na presença de contra-perguntas, obrigando o LLM a dar uma resposta, as quais muitas vezes abordam muito mais que o necessário;3,2
juiz5.xlsx;Método socrático-deepSeek;12;Task 3.2;loops;Satisfatório;Parcialmente;4;3;3;3;4;Respondeu bem e quando fez perguntas foram ótimas para guiar o raciocínio.;3,4
juiz5.xlsx;Método socrático-deepSeek;13;Task 3.3;loops;Satisfatório;Não;5;5;4;4;4;Pela primeira vez, guiu respostas erradas com perguntas.;4,4
juiz5.xlsx;Método socrático-deepSeek;14;Task 3.4;loops;Satisfatório;Parcialmente;5;5;3;5;4;Quando se trata de debater a lógica do problema antes de programar, é impecável, até mesmo em caso de resposta errada. Mas quando começou a programação em si, praticamente deu o código pronto. ;4,4
juiz5.xlsx;Método socrático-deepSeek;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;4;2;3;3;3;Lógica foi discutida por perguntas usando o formato clássico de resumir a lógica inteira em forma de pergunta, e novamente forneceu o código inteiro assim que a lógica foi discutida.;3
juiz5.xlsx;Método socrático-deepSeek;16;Task 4.1;array;Satisfatório;Parcialmente;4;5;4;5;5;Guiou muito bem através de perguntas, mesmo com respostas erradas ele não deu a resposta certa de imediato, esperou até eu responder corretamente. ;4,6
juiz5.xlsx;Método socrático-deepSeek;17;Task 4.2;array;Satisfatório;Não;5;4;4;4;4;Não chegou na formulação de código, ficou somente na teoria;4,2
juiz5.xlsx;Método socrático-deepSeek;18;Task 4.3;array;Parcialmente Satisfatório;Parcialmente;5;5;3;4;4;Apesar de ter fornecido o código, ajudou muito quando em dificuldade de juntar a lógica com a programação.;4,2
juiz5.xlsx;Método socrático-deepSeek;19;Task 4.4;array;Parcialmente Satisfatório;Parcialmente;4;4;3;3;4;Padrão recorrente: ao se discutir lógica de código ele a implementa sozinho, sem antes pedir ao usuário para fazê-la.;3,6
juiz5.xlsx;Método socrático-deepSeek;20;Task 4.5;array;Parcialmente Satisfatório;Sim;5;5;2;4;3;Boas perguntas, incapaz de deixar usuário programar por si mesmo.;3,8
