juiz1.xlsx;Comportamento-modelo;Column3;Tarefa;Categoria;Decisão Final;Forneceu resposta pronta?;Relevantes?;Corretos?;São suficientemente detalhados?;São variados?;Conecta conceitos abstratos e concretos?;Comentários gerais;Média Final
juiz3.xlsx;Exemplos-gemini;17;Task 4.2;array;Parcialmente Satisfatório;Não;3;5;2;3;4;;3,4
juiz3.xlsx;Exemplos-gemini;18;Task 4.3;array;Satisfatório;Não;4;5;4;4;4;;4,2
juiz3.xlsx;Exemplos-gemini;19;Task 4.4;array;Satisfatório;Parcialmente;5;5;4;4;5;Apresentou bons exemplos (código);4,6
juiz3.xlsx;Exemplos-gemini;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;Quebra o problema em problemas menores, diferentes categorias, o que eh array, o que eh condicao...;5
juiz3.xlsx;Exemplos-gemini;21;Task 5.1;function;Parcialmente Satisfatório;Não;3;5;3;3;3;Exemplos nao muito uteis;3,4
juiz3.xlsx;Exemplos-gemini;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Exemplos-gemini;23;Task 5.3;function;Satisfatório;Não;4;5;3;5;5;;4,4
juiz3.xlsx;Exemplos-gemini;24;Task 5.4;function;Satisfatório;Não;5;5;5;5;5;Conseguiu quebrar em blocos e explicar com diversos exemplos;5
juiz3.xlsx;Exemplos-gemini;25;Task 5.5;function;Satisfatório;Parcialmente;5;5;5;5;5;Alguns dos exemplos mostravam parte da resposta;5
juiz3.xlsx;Exemplos-chatGPT;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;4;5;Não considera valores negativos;4,8
juiz3.xlsx;Exemplos-chatGPT;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;5;4;3;3;5;;4
juiz3.xlsx;Exemplos-chatGPT;3;Task 1.3;operadores;Insatisfatório;Sim;4;5;3;3;4;Deu a resposta quebrada em partes;3,8
juiz3.xlsx;Exemplos-chatGPT;4;Task 1.4;operadores;Satisfatório;Não;5;5;5;5;4;Manteve detalhamento e metodo de explicacao, mesmo apos multiplas perguntas;4,8
juiz3.xlsx;Exemplos-chatGPT;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;5;5;Mesmo sendo um exercicio mais complicado, mantem a consistencia ensinando desde o basico como leitura de valores;5
juiz3.xlsx;Exemplos-chatGPT;6;Task 2.1;condição;Parcialmente Satisfatório;Parcialmente;3;5;5;4;5;Oferece a resposta quebrada em blocos inicialmente, mas ainda assim incentiva a combinação delas;4,4
juiz3.xlsx;Exemplos-chatGPT;7;Task 2.2;condição;Satisfatório;Não;5;5;5;5;5;Ofereceu exemplos e exercicios a serem respondidos e entao introduz código;5
juiz3.xlsx;Exemplos-chatGPT;8;Task 2.3;condição;Insatisfatório;Sim;1;5;2;1;2;Deu a resposta e nao exemplos, apenas perguntas;2,2
juiz3.xlsx;Exemplos-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Exemplos-chatGPT;10;Task 2.5;condição;Parcialmente Satisfatório;Sim;5;5;2;3;5;Indicou varios exemplos e perguntas, mas de forma rasa e dando a resposta pronta;4
juiz3.xlsx;Exemplos-chatGPT;11;Task 3.1;loops;Insatisfatório;Sim;1;5;3;2;1;Respostas prontas diretamente e perguntas irrelevantes;2,4
juiz3.xlsx;Exemplos-chatGPT;12;Task 3.2;loops;Satisfatório;Não;5;5;5;5;5;Seguiu perfeitamente o modelo de ensino, dando pouca informacao inicialmente e guiando o aluno a  descobri a partir dos exemplos e perguntas;5
juiz3.xlsx;Exemplos-chatGPT;13;Task 3.3;loops;Satisfatório;Não;5;5;5;5;5;Explicacoes detalhdas e apresenta conceitos a cada iteracao;5
juiz3.xlsx;Exemplos-chatGPT;14;Task 3.4;loops;Satisfatório;Não;5;5;5;5;5;Checa os conceitos e conhecimentos do aluno enquanto da exemplos;5
juiz3.xlsx;Exemplos-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;5;5;5;5;Muitos exemplos apos perguntas e respostas do usuario;5
juiz3.xlsx;Exemplos-chatGPT;16;Task 4.1;array;Satisfatório;Não;5;5;5;5;5;Muitos exemplos e nao da a resposta ate apresenta o que eh uma array , apos algumas perguntas;5
juiz3.xlsx;Exemplos-chatGPT;17;Task 4.2;array;Satisfatório;Não;4;5;5;5;5;Lembra de que c comeca contador em 0, corrije erro na array na leitur (&array);4,8
juiz3.xlsx;Exemplos-chatGPT;18;Task 4.3;array;Insatisfatório;Sim;4;5;3;3;5;Apresenta os conceitos basicos, mas entregando as respostas;4
juiz3.xlsx;Exemplos-chatGPT;19;Task 4.4;array;Insatisfatório;Sim;2;5;4;3;4;;3,6
juiz3.xlsx;Exemplos-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;5;5;5;Muitos exemplos;5
juiz3.xlsx;Exemplos-chatGPT;21;Task 5.1;function;Parcialmente Satisfatório;Não;5;5;3;4;4;Respostas mais curtas e com exemplos mais enxutos;4,2
juiz3.xlsx;Exemplos-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Parcialmente;5;4;5;5;5;Dá resultados com alguns meses;4,8
juiz3.xlsx;Exemplos-chatGPT;23;Task 5.3;function;Satisfatório;Parcialmente;4;5;3;2;5;Apresenta conceitos de forma simples e apresentando exemplos com perguntas;3,8
juiz3.xlsx;Exemplos-chatGPT;24;Task 5.4;function;Satisfatório;Não;5;5;4;4;5;;4,6
juiz3.xlsx;Exemplos-chatGPT;25;Task 5.5;function;Parcialmente Satisfatório;Sim;5;5;5;5;5;Apesar de dar a resposta em blocos quebrados no prompt incial, faz perguntas condizentes e exemplos bons, nas proximas iteracoes;5
juiz3.xlsx;Exemplos-deepSeek;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;5;5;5;5;Considera casos edge como 0 e negativo;5
juiz3.xlsx;Exemplos-deepSeek;2;Task 1.2;operadores;Insatisfatório;Sim;3;5;3;3;2;;3,2
juiz3.xlsx;Exemplos-deepSeek;3;Task 1.3;operadores;Satisfatório;Parcialmente;5;5;5;4;5;;4,8
juiz3.xlsx;Exemplos-deepSeek;4;Task 1.4;operadores;Satisfatório;Não;5;5;5;4;4;Recomenda melhorias;4,6
juiz3.xlsx;Exemplos-deepSeek;5;Task 1.5;operadores;Satisfatório;Não;4;5;5;4;5;Atentou a conversao de INT para FLoat;4,6
juiz3.xlsx;Exemplos-deepSeek;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;4;5;3;3;4;;3,8
juiz3.xlsx;Exemplos-deepSeek;7;Task 2.2;condição;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Exemplos-deepSeek;8;Task 2.3;condição;Insatisfatório;Sim;4;5;3;2;3;Mostrou o código pronto na hora de printar, antes estava tudo de acordo;3,4
juiz3.xlsx;Exemplos-deepSeek;9;Task 2.4;condição;Insatisfatório;Sim;2;4;2;1;3;Alertou sobre os erros de lógica mais frequentes;2,4
juiz3.xlsx;Exemplos-deepSeek;10;Task 2.5;condição;Parcialmente Satisfatório;Sim;5;5;5;3;5;;4,6
juiz3.xlsx;Exemplos-deepSeek;11;Task 3.1;loops;Satisfatório;Parcialmente;4;5;5;4;5;;4,6
juiz3.xlsx;Exemplos-deepSeek;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;4;5;3;5;5;;4,4
juiz3.xlsx;Exemplos-deepSeek;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;5;5;5;4;5;;4,8
juiz3.xlsx;Exemplos-deepSeek;14;Task 3.4;loops;Satisfatório;Não;5;5;4;4;5;Fez sugestões de edge cases e para o usuário pensar em mais;4,6
juiz3.xlsx;Exemplos-deepSeek;15;Task 3.5;loops;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Exemplos-deepSeek;16;Task 4.1;array;Satisfatório;Não;4;5;5;3;5;;4,4
juiz3.xlsx;Exemplos-deepSeek;17;Task 4.2;array;Parcialmente Satisfatório;Sim;4;5;3;4;3;;3,8
juiz3.xlsx;Exemplos-deepSeek;18;Task 4.3;array;Satisfatório;Não;5;5;5;5;4;;4,8
juiz3.xlsx;Exemplos-deepSeek;19;Task 4.4;array;Satisfatório;Parcialmente;5;5;5;5;5;Apresenta os conceitos novos, mas sem dar o código completo;5
juiz3.xlsx;Exemplos-deepSeek;20;Task 4.5;array;Parcialmente Satisfatório;Não;5;5;3;5;5;;4,6
juiz3.xlsx;Exemplos-deepSeek;21;Task 5.1;function;Satisfatório;Não;4;5;5;5;5;;4,8
juiz3.xlsx;Exemplos-deepSeek;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;5;;5
juiz3.xlsx;Exemplos-deepSeek;23;Task 5.3;function;Parcialmente Satisfatório;Parcialmente;4;5;3;3;5;Explicou que passar uma array é o mesmo que passar por referência;4
juiz3.xlsx;Exemplos-deepSeek;24;Task 5.4;function;Satisfatório;Não;5;5;5;5;5;Consideoru a explicação de ASCII e a possibilidade de ctype;5
juiz3.xlsx;Exemplos-deepSeek;25;Task 5.5;function;Insatisfatório;Parcialmente;4;5;3;2;4;;3,6
juiz4.xlsx;Exemplos-chatGPT;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;5;4;4;5;;4,6
juiz4.xlsx;Exemplos-chatGPT;2;Task 1.2;operadores;Satisfatório;Parcialmente;4;5;5;4;4;;4,4
juiz4.xlsx;Exemplos-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Parcialmente;5;5;3;5;4;;4,4
juiz4.xlsx;Exemplos-chatGPT;4;Task 1.4;operadores;Satisfatório;Parcialmente;5;5;4;4;5;;4,6
juiz4.xlsx;Exemplos-chatGPT;5;Task 1.5;operadores;Satisfatório;Parcialmente;4;5;4;4;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-chatGPT;7;Task 2.2;condição;Satisfatório;Parcialmente;5;4;5;3;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;8;Task 2.3;condição;Satisfatório;Parcialmente;5;5;4;3;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;9;Task 2.4;condição;Parcialmente Satisfatório;Parcialmente;4;5;3;3;5;;4
juiz4.xlsx;Exemplos-chatGPT;10;Task 2.5;condição;Parcialmente Satisfatório;Parcialmente;5;5;4;3;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;11;Task 3.1;loops;Parcialmente Satisfatório;Parcialmente;5;5;4;3;4;;4,2
juiz4.xlsx;Exemplos-chatGPT;12;Task 3.2;loops;Satisfatório;Parcialmente;5;4;4;4;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;13;Task 3.3;loops;Parcialmente Satisfatório;Parcialmente;5;5;4;3;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;14;Task 3.4;loops;Satisfatório;Parcialmente;4;5;5;5;4;;4,6
juiz4.xlsx;Exemplos-chatGPT;15;Task 3.5;loops;Parcialmente Satisfatório;Parcialmente;4;5;3;4;4;;4
juiz4.xlsx;Exemplos-chatGPT;16;Task 4.1;array;Parcialmente Satisfatório;Sim;5;5;4;3;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;17;Task 4.2;array;Satisfatório;Não;5;5;4;5;5;;4,8
juiz4.xlsx;Exemplos-chatGPT;18;Task 4.3;array;Satisfatório;Não;5;5;4;4;5;;4,6
juiz4.xlsx;Exemplos-chatGPT;19;Task 4.4;array;Satisfatório;Não;5;4;5;4;4;;4,4
juiz4.xlsx;Exemplos-chatGPT;20;Task 4.5;array;Insatisfatório;Sim;3;4;2;3;4;;3,2
juiz4.xlsx;Exemplos-chatGPT;21;Task 5.1;function;Satisfatório;Parcialmente;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-chatGPT;22;Task 5.2;function;Parcialmente Satisfatório;Sim;4;5;4;3;4;;4
juiz4.xlsx;Exemplos-chatGPT;23;Task 5.3;function;Satisfatório;Parcialmente;5;5;4;5;5;;4,8
juiz4.xlsx;Exemplos-chatGPT;24;Task 5.4;function;Satisfatório;Parcialmente;5;5;3;4;5;;4,4
juiz4.xlsx;Exemplos-chatGPT;25;Task 5.5;function;Satisfatório;Sim;4;5;5;4;5;;4,6
juiz4.xlsx;Exemplos-deepSeek;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-deepSeek;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;4;5;4;3;5;;4,2
juiz4.xlsx;Exemplos-deepSeek;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;5;5;4;3;3;;4
juiz4.xlsx;Exemplos-deepSeek;4;Task 1.4;operadores;Satisfatório;Parcialmente;5;5;5;4;4;;4,6
juiz4.xlsx;Exemplos-deepSeek;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;4;4;4;3;4;;3,8
juiz4.xlsx;Exemplos-deepSeek;6;Task 2.1;condição;Satisfatório;Sim;5;5;5;5;4;forneceu a resposta pronta, mas a explicação foi boa.;4,8
juiz4.xlsx;Exemplos-deepSeek;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;4;5;5;3;4;;4,2
juiz4.xlsx;Exemplos-deepSeek;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;4;5;4;3;3;;3,8
juiz4.xlsx;Exemplos-deepSeek;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;4;5;5;3;3;;4
juiz4.xlsx;Exemplos-deepSeek;10;Task 2.5;condição;Satisfatório;Não;5;5;5;5;5;;5
juiz4.xlsx;Exemplos-deepSeek;11;Task 3.1;loops;Satisfatório;Parcialmente;4;5;5;3;4;;4,2
juiz4.xlsx;Exemplos-deepSeek;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;5;5;5;3;5;;4,6
juiz4.xlsx;Exemplos-deepSeek;13;Task 3.3;loops;Insatisfatório;Sim;4;2;4;4;3;;3,4
juiz4.xlsx;Exemplos-deepSeek;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;4;5;4;3;3;;3,8
juiz4.xlsx;Exemplos-deepSeek;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;4;5;5;3;3;;4
juiz4.xlsx;Exemplos-deepSeek;16;Task 4.1;array;Parcialmente Satisfatório;Sim;4;5;5;3;3;;4
juiz4.xlsx;Exemplos-deepSeek;17;Task 4.2;array;Satisfatório;Parcialmente;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-deepSeek;18;Task 4.3;array;Satisfatório;Sim;5;5;5;5;5;mesmo caso da task 2.1;5
juiz4.xlsx;Exemplos-deepSeek;19;Task 4.4;array;Parcialmente Satisfatório;Parcialmente;4;5;5;3;4;;4,2
juiz4.xlsx;Exemplos-deepSeek;20;Task 4.5;array;Parcialmente Satisfatório;Parcialmente;3;4;4;4;3;;3,6
juiz4.xlsx;Exemplos-deepSeek;21;Task 5.1;function;Parcialmente Satisfatório;Parcialmente;4;5;5;4;3;;4,2
juiz4.xlsx;Exemplos-deepSeek;22;Task 5.2;function;Satisfatório;Parcialmente;5;5;5;4;4;;4,6
juiz4.xlsx;Exemplos-deepSeek;23;Task 5.3;function;Satisfatório;Parcialmente;4;5;5;3;3;;4
juiz4.xlsx;Exemplos-deepSeek;24;Task 5.4;function;Satisfatório;Parcialmente;5;5;5;3;4;;4,4
juiz4.xlsx;Exemplos-deepSeek;25;Task 5.5;function;Satisfatório;Sim;5;4;5;3;4;;4,2
juiz4.xlsx;Exemplos-gemini;1;Task 1.1;operadores;Insatisfatório;Não;3;5;4;2;3;;3,4
juiz4.xlsx;Exemplos-gemini;2;Task 1.2;operadores;Satisfatório;Não;4;5;5;3;5;;4,4
juiz4.xlsx;Exemplos-gemini;3;Task 1.3;operadores;Parcialmente Satisfatório;Parcialmente;4;4;4;3;5;;4
juiz4.xlsx;Exemplos-gemini;4;Task 1.4;operadores;Parcialmente Satisfatório;Não;3;4;4;3;4;;3,6
juiz4.xlsx;Exemplos-gemini;5;Task 1.5;operadores;Parcialmente Satisfatório;Não;3;5;3;4;4;;3,8
juiz4.xlsx;Exemplos-gemini;6;Task 2.1;condição;Satisfatório;Não;4;5;4;4;5;;4,4
juiz4.xlsx;Exemplos-gemini;7;Task 2.2;condição;Satisfatório;Não;5;5;4;4;5;;4,6
juiz4.xlsx;Exemplos-gemini;8;Task 2.3;condição;Parcialmente Satisfatório;Não;4;5;4;3;4;;4
juiz4.xlsx;Exemplos-gemini;9;Task 2.4;condição;Satisfatório;Não;4;5;4;4;5;;4,4
juiz4.xlsx;Exemplos-gemini;10;Task 2.5;condição;Satisfatório;Parcialmente;5;5;4;3;4;;4,2
juiz4.xlsx;Exemplos-gemini;11;Task 3.1;loops;Parcialmente Satisfatório;Não;4;4;3;3;5;;3,8
juiz4.xlsx;Exemplos-gemini;12;Task 3.2;loops;Parcialmente Satisfatório;Não;4;5;4;3;5;;4,2
juiz4.xlsx;Exemplos-gemini;13;Task 3.3;loops;Insatisfatório;Parcialmente;4;4;3;2;5;;3,6
juiz4.xlsx;Exemplos-gemini;14;Task 3.4;loops;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-gemini;15;Task 3.5;loops;Parcialmente Satisfatório;Não;4;5;3;4;4;;4
juiz4.xlsx;Exemplos-gemini;16;Task 4.1;array;Satisfatório;Não;4;5;4;5;4;;4,4
juiz4.xlsx;Exemplos-gemini;17;Task 4.2;array;Satisfatório;Parcialmente;4;5;3;3;4;;3,8
juiz4.xlsx;Exemplos-gemini;18;Task 4.3;array;Satisfatório;Não;4;5;4;4;5;;4,4
juiz4.xlsx;Exemplos-gemini;19;Task 4.4;array;Satisfatório;Não;5;5;5;4;5;;4,8
juiz4.xlsx;Exemplos-gemini;20;Task 4.5;array;Satisfatório;Não;4;5;4;4;5;;4,4
juiz4.xlsx;Exemplos-gemini;21;Task 5.1;function;Satisfatório;Não;4;5;5;4;5;;4,6
juiz4.xlsx;Exemplos-gemini;22;Task 5.2;function;Satisfatório;Não;4;5;5;4;4;;4,4
juiz4.xlsx;Exemplos-gemini;23;Task 5.3;function;Insatisfatório;Parcialmente;3;5;5;3;4;;4
juiz4.xlsx;Exemplos-gemini;24;Task 5.4;function;Parcialmente Satisfatório;Não;5;5;4;3;4;;4,2
juiz4.xlsx;Exemplos-gemini;25;Task 5.5;function;Satisfatório;Não;4;5;5;4;5;;4,6
juiz5.xlsx;Exemplos-chatGPT;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;5;4;5;5;Praticamente escreve o código inteiro, porém o dividiu em várias explicações, o que facilita o entendimento por exemplos;4,8
juiz5.xlsx;Exemplos-chatGPT;2;Task 1.2;operadores;Satisfatório;Não;5;5;4;4;4;Não usou muitos exemplos que nãoi fossem a própria resposta, mas explicou bem;4,4
juiz5.xlsx;Exemplos-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Não;4;5;3;3;3;Seguiu o modelo socrático durante um bom tempo, fazendo só perguntas, poucos exemplos;3,6
juiz5.xlsx;Exemplos-chatGPT;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;5;5;4;3;3;Deu a resposta de mão beijada, apesar de explicar bem, não acredito que seja variado o suficiente;4
juiz5.xlsx;Exemplos-chatGPT;5;Task 1.5;operadores;Satisfatório;Não;4;5;4;4;4;Mostrou como corrijir em vez de dar a resposta correta de uma vez e deu um exemplo que não era diretamente uma parte do problema. ;4,2
juiz5.xlsx;Exemplos-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;5;5;4;4;Ótimos exemplos, sem fornecer resposta, só mostrando o conceito.;4,6
juiz5.xlsx;Exemplos-chatGPT;7;Task 2.2;condição;Satisfatório;Não;4;5;4;4;4;Novamente, só detalha através de exemplos caso usuário esteja confuso, caso contrário, guia por perguntas;4,2
juiz5.xlsx;Exemplos-chatGPT;8;Task 2.3;condição;Satisfatório;Não;5;5;4;4;5;Um avanço bem grande se comparado a versão anterior do GPT, agora ele não fornece mais a resposta de cara. Ele espera o aluno corrigir. ;4,6
juiz5.xlsx;Exemplos-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;5;5;5;5;Quando aluno não entende explicação, ele a simplifica e com novo exemplo, quando aluno sugere reposta nova que não foi citada, ele aceita e trabalha em torno dela.;5
juiz5.xlsx;Exemplos-chatGPT;10;Task 2.5;condição;Satisfatório;Parcialmente;5;5;4;4;5;Até mesmo usou analogia em um de seus exemplos. ;4,6
juiz5.xlsx;Exemplos-chatGPT;11;Task 3.1;loops;Satisfatório;Parcialmente;5;5;5;3;4;explicou bem os loops em for, mas poderia ter abordado os outros loops também. ;4,4
juiz5.xlsx;Exemplos-chatGPT;12;Task 3.2;loops;Satisfatório;Não;5;5;4;4;4;Explicou o conceito do problema já com a mentalidade de loops. ;4,4
juiz5.xlsx;Exemplos-chatGPT;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;3;5;3;3;4;Forneceu a resposta completa, o que dificulta o aprendizado. ;3,6
juiz5.xlsx;Exemplos-chatGPT;14;Task 3.4;loops;Parcialmente Satisfatório;Parcialmente;4;4;4;3;4;Não forneceu a reposta de cara, mas juntou todos os conceitos um pouco antes do que acho apropriado.;3,8
juiz5.xlsx;Exemplos-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;5;4;5;5;Ótimas explicações e exemplos de lógica.;4,8
juiz5.xlsx;Exemplos-chatGPT;16;Task 4.1;array;Satisfatório;Parcialmente;4;5;4;3;5;Explica bem o conceito de arrays, mas fornece o código resposta como exemplo.;4,2
juiz5.xlsx;Exemplos-chatGPT;17;Task 4.2;array;Satisfatório;Não;4;5;3;3;4;Nada a destacar, explicação correta mas não excepcional.;3,8
juiz5.xlsx;Exemplos-chatGPT;18;Task 4.3;array;Parcialmente Satisfatório;Sim;5;5;3;2;4;Explicou o conecito de nested loops, mas forneceu o código resposta de primeira. ;3,8
juiz5.xlsx;Exemplos-chatGPT;19;Task 4.4;array;Parcialmente Satisfatório;Parcialmente;4;5;4;2;4;Usou mais de uma abordagem, mas forneceu a reposta como exemplo em cada uma delas;3,8
juiz5.xlsx;Exemplos-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;4;4;4;Explicou bem , mas não usou muitos exemplos;4,4
juiz5.xlsx;Exemplos-chatGPT;21;Task 5.1;function;Satisfatório;Não;4;5;5;4;4;Usou ótimos exemplos para introduzir o conecito de funções.;4,4
juiz5.xlsx;Exemplos-chatGPT;22;Task 5.2;function;Satisfatório;Parcialmente;4;5;4;2;4;Usa como exemplos porções da resposta final, dificultando o aluno ter uma tentativa própria.;3,8
juiz5.xlsx;Exemplos-chatGPT;23;Task 5.3;function;Satisfatório;Parcialmente;4;5;5;3;5;Explica muito bem com os exemplos, só poderia ter uma variação melhor em um dos exemplos, de forma que fosse um pouco diferente do exercício. ;4,4
juiz5.xlsx;Exemplos-chatGPT;24;Task 5.4;function;Parcialmente Satisfatório;Parcialmente;4;5;5;2;4;Explica muito bem e conecta com os exemplos, mas faz isso muito antes do aluno demonstrar dúvida, explicando e praticamente dando tudo desde o início.;4
juiz5.xlsx;Exemplos-chatGPT;25;Task 5.5;function;Satisfatório;Não;5;5;5;4;5;Não forceceu resposta, só exemplos de conceito e explicação correspondente;4,8
juiz5.xlsx;Exemplos-deepSeek;1;Task 1.1;operadores;Satisfatório;Parcialmente;5;5;5;4;5; Apresentou uma certa confusão no começo, respondendo como se estivesse auxiliando um professor a responder um aluno em vez de estar interagindo diretamente com um aluno.;4,8
juiz5.xlsx;Exemplos-deepSeek;2;Task 1.2;operadores;Satisfatório;Sim;4;5;5;5;5;Apresentou varios detalhes e exemplos a mais que o primeiro.;4,8
juiz5.xlsx;Exemplos-deepSeek;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;4;4;5;5;3;Usou dois exemplos que não fazem muito sentido para humanos. Explicou a materia corretamente, mas deu exemplos que para metaforas são confusos.;4,2
juiz5.xlsx;Exemplos-deepSeek;4;Task 1.4;operadores;Satisfatório;Sim;5;5;5;5;5;Ótimos exemplos e analogias.;5
juiz5.xlsx;Exemplos-deepSeek;5;Task 1.5;operadores;Satisfatório;Sim;5;5;4;4;4;Explicou bem conceitos físicos, computacionais e matemáticos.;4,4
juiz5.xlsx;Exemplos-deepSeek;6;Task 2.1;condição;Satisfatório;Parcialmente;5;5;5;4;4;Demorou mais para apresentar a reposta completa, só a forneceu depois de varias perguntas;4,6
juiz5.xlsx;Exemplos-deepSeek;7;Task 2.2;condição;Satisfatório;Parcialmente;5;5;5;4;5;Explicações bem didáticas, conecta bem metáforas com aplicação real;4,8
juiz5.xlsx;Exemplos-deepSeek;8;Task 2.3;condição;Satisfatório;Sim;5;4;4;4;4;Apresentou um erro na classificação de zero, não usou muitos exemplos.;4,2
juiz5.xlsx;Exemplos-deepSeek;9;Task 2.4;condição;Satisfatório;Parcialmente;5;5;5;5;5;Ótimos exemplos e analogias.;5
juiz5.xlsx;Exemplos-deepSeek;10;Task 2.5;condição;Satisfatório;Parcialmente;5;4;5;5;4;Apresentou certa confusao apos usuario fornecer resposta correta porem nao convencional;4,6
juiz5.xlsx;Exemplos-deepSeek;11;Task 3.1;loops;Satisfatório;Sim;5;5;4;3;4;Exemplos mais diretos, porém menos variados por consequência;4,2
juiz5.xlsx;Exemplos-deepSeek;12;Task 3.2;loops;Satisfatório;Sim;5;5;4;4;4;LLM fez uma pergunta e não a reconheceu, a resposta do usuário foi considerad errado pois não respondia o exercicio original ;4,4
juiz5.xlsx;Exemplos-deepSeek;13;Task 3.3;loops;Satisfatório;Sim;5;5;4;5;5;Boas explicações e ótima analogia no final.;4,8
juiz5.xlsx;Exemplos-deepSeek;14;Task 3.4;loops;Satisfatório;Sim;4;5;4;4;4;Apresentou um código afirmando ser incompleto, porém o código apresentado estava de fato completo.;4,2
juiz5.xlsx;Exemplos-deepSeek;15;Task 3.5;loops;Satisfatório;Sim;5;5;5;3;3;Expicações diretas, sem analogias, somente exmplos diretos.;4,2
juiz5.xlsx;Exemplos-deepSeek;16;Task 4.1;array;Satisfatório;Sim;5;5;5;5;5;Ótima interação, exemplos interessantes e explicações abstratas que conectam com concretos.;5
juiz5.xlsx;Exemplos-deepSeek;17;Task 4.2;array;Parcialmente Satisfatório;Parcialmente;4;5;4;3;3;Novamente, exemplos extremamanete diretos, sem concietos abstratos, puramente definições. ;3,8
juiz5.xlsx;Exemplos-deepSeek;18;Task 4.3;array;Satisfatório;Parcialmente;4;4;4;4;4;Cometeu uma pequena confusao ao afirmar que algo que estava presente na resposta não estava lá, fora isso, muitos exemplos e bem explicados.;4
juiz5.xlsx;Exemplos-deepSeek;19;Task 4.4;array;Parcialmente Satisfatório;Parcialmente;4;5;4;2;3;Explica o problema, mas a apos cada pergunda ele fornece uma explicacao simples e da a resposta, bem fraco ;3,6
juiz5.xlsx;Exemplos-deepSeek;20;Task 4.5;array;Parcialmente Satisfatório;Sim;4;5;4;2;3;Novamente, explicação muito objetiva, zero conceiros abstratos,somente concretos.;3,6
juiz5.xlsx;Exemplos-deepSeek;21;Task 5.1;function;Satisfatório;Parcialmente;4;5;4;3;4;Exemplos muito diretos, mas bem explicados, conecta bem exemplos a conceitos;4
juiz5.xlsx;Exemplos-deepSeek;22;Task 5.2;function;Satisfatório;Sim;5;5;4;4;4;Mostra vários tipos de soluções para um mesmo exercício, explicando cada uma delas;4,4
juiz5.xlsx;Exemplos-deepSeek;23;Task 5.3;function;Satisfatório;Sim;4;5;4;3;3;Explico apropriadamente, mais de uma vez e corretamente, sou levado a concluir que é mais dificil realizar exemplos abstratos para esses problemas;3,8
juiz5.xlsx;Exemplos-deepSeek;24;Task 5.4;function;Satisfatório;Sim;4;5;5;3;3;Exercicio extremamente simples não permitem muito espaço para exemplos nem variações de explicações. Tendo isso em mente, o desempenho foi satisfatório.;4
